"folioEntrada","cliente","vendedor","fecha","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A008077","5104","8","20170608","P",1,0,900,441,0,459,49,1,1
"A008078","5293","8","20141005","P",2,0,1200,624,86.4,662.4,52,1,1
"A008079","5113","8","20160114","P",1,0,150,87,9.45,72.45,58,1,1
"A008080","5891","8","20150226","P",1,0,1300,715,87.75,672.75,55,1,1
"A008081","5103","8","20201228","P",1,0,1000,550,67.5,517.5,55,1,1
"A008082","5392","2","20180202","P",1,0,1200,696,75.6,579.6,58,1,1
"A008083","5187","7","20220129","P",2,0,470,258.5,31.73,243.23,55,2,2
"A008084","6033","5","20191001","P",22,0,4400,2420,297,2277,55,2,2
"A008085","5147","7","20220611","P",2,0,1800,990,121.5,931.5,55,2,2
"A008086","5626","9","20221230","P",8,0,1120,582.4,80.64,618.24,52,2,2
"A008088","0007","9","20220522","P",1,0,800,440,54,414,55,1,1
"A008089","0089","3","20151115","P",1,0,800,360,66,506,45,1,1
"A008090","0024","3","20140508","P",1,0,1200,636,84.6,648.6,53,1,1
"A008091","5028","4","20220711","P",1,0,650,370.5,41.93,321.43,57,1,1
"A008094","5885","4","20171223","P",1,0,900,513,58.05,445.05,57,1,1
"A008095","0024","3","20150930","P",1,0,500,265,35.25,270.25,53,1,1
"A008096","5204","8","20160709","P",2,0,1000,550,67.5,517.5,55,2,2
"A008097","5180","8","20190707","P",1,0,1700,935,114.75,879.75,55,1,1
"A008099","5079","1","20170520","P",2,0,600,330,40.5,310.5,55,1,1
"A008100","5058","2","20180315","P",2,0,490,269.5,33.08,253.58,55,2,2
"A008101","5603","4","20190521","P",6,0,2000,1160,126,966,58,2,2
"A008102","5603","4","20140505","P",4,0,1800,1044,113.4,869.4,58,2,2
"A008103","5034","8","20221119","P",2,0,2400,1392,151.2,1159.2,58,2,2
"A008104","5034","8","20220522","P",3,0,1500,870,94.5,724.5,58,1,1
"A008105","5325","1","20141227","P",4,0,660,363,44.55,341.55,55,3,3
"A008106","5237","1","20210727","P",2,0,1350,742.5,91.13,698.63,55,2,2
"A008107","5537","9","20211219","P",4,0,2690,1345,201.75,1546.75,50,4,4
"A008109","5147","7","20190227","P",2,0,3200,1760,216,1656,55,2,2
"A008110","5409","8","20201028","P",2,0,3600,2052,232.2,1780.2,57,2,2
"A008116","5075","8","20211007","P",3,0,250,137.5,16.88,129.38,55,3,3
"A008117","0024","3","20140203","P",8,0,4240,2247.2,298.93,2291.73,53,8,8
"A008118","0121","3","20191210","P",1,0,4400,2420,297,2277,55,1,1
"A008119","0121","3","20150705","P",1,0,200,90,16.5,126.5,45,1,1
"A008120","0018","3","20221206","P",2,0,2400,1320,162,1242,55,2,2
"A008121","5885","4","20201222","P",1,0,3700,2109,238.65,1829.65,57,1,1
"A008122","0146","10","20140226","P",1,0,240,132,16.2,124.2,55,1,1
"A008123","0121","3","20150315","P",2,0,2400,1320,162,1242,55,2,2
"A008142","5638","1","20170210","P",9,0,2520,1461.6,158.76,1217.16,58,2,2
"A008147","5070","1","20200726","P",3,0,1600,880,108,828,55,3,3
"A008148","5070","1","20180305","P",5,0,2750,1512.5,185.63,1423.13,55,2,2
"A008149","5219","1","20181229","P",1,0,900,495,60.75,465.75,55,1,1
"A008150","5219","1","20150312","P",1,0,300,165,20.25,155.25,55,1,1
"A008151","5907","1","20141008","P",8,0,1440,720,108,828,50,2,2
"A008152","5091","1","20161005","P",4,0,4550,2275,341.25,2616.25,50,4,4
"A008154","5880","9","20141128","P",2,0,600,300,45,345,50,1,1
"A008157","5200","8","20220922","P",2,0,1400,770,94.5,724.5,55,2,2
"A008158","5880","9","20170824","P",1,0,1600,800,120,920,50,1,1
"A008165","0018","3","20170722","P",1,0,2600,1430,175.5,1345.5,55,1,1
"A008166","0024","3","20190620","P",1,0,500,265,35.25,270.25,53,1,1
"A008167","0024","3","20200731","P",4,0,2750,1457.5,193.88,1486.38,53,4,4
"A008168","5001","7","20220307","P",1,0,2600,1352,0,1248,52,1,1
"A008170","5088","4","20180313","P",1,0,500,260,0,240,52,1,1
"A008171","5080","2","20200805","P",15,0,5150,2523.5,0,2626.5,49,3,3
"A008172","5064","8","20171205","P",1,0,750,367.5,0,382.5,49,1,1
"A008173","5001","7","20140610","P",2,0,5200,2704,0,2496,52,1,1
"A008177","5038","2","20200813","P",1,0,2000,1100,135,1035,55,1,1
"A008178","5176","8","20190702","P",1,0,1800,990,121.5,931.5,55,1,1
"A008179","5053","2","20160408","P",12,0,6740,3909.2,424.62,3255.42,58,4,4
"A008180","5057","2","20201024","P",10,0,4500,2610,283.5,2173.5,58,1,1
"A008181","5044","2","20200831","P",1,0,1200,660,81,621,55,1,1
"A008182","5031","8","20190525","P",4,0,7700,4466,485.1,3719.1,58,3,3
"A008183","5431","4","20140522","P",1,0,900,450,67.5,517.5,50,1,1
"A008184","0024","3","20160831","P",1,0,1400,742,98.7,756.7,53,1,1
"A008185","0024","3","20160331","P",1,0,5000,2650,352.5,2702.5,53,1,1
"A008192","5147","7","20150921","P",2,0,800,440,54,414,55,2,2
"A008193","5143","1","20160409","P",8,0,2240,1164.8,161.28,1236.48,52,2,2
"A008194","5183","7","20200524","P",6,0,5250,2992.5,338.63,2596.13,57,5,5
"A008195","5245","7","20170825","P",1,0,1400,812,88.2,676.2,58,1,1
"A008196","5063","8","20210914","P",3,0,2750,1512.5,185.63,1423.13,55,3,3
"A008197","5993","8","20161117","P",2,0,1850,1054.5,119.33,914.83,57,2,2
"A008198","5993","8","20220118","P",1,0,900,513,58.05,445.05,57,1,1
"A008200","0110","3","20200217","P",5,0,2250,1237.5,151.88,1164.38,55,1,1
"A008201","5223","1","20181124","P",2,0,3400,1972,214.2,1642.2,58,2,2
"A008202","5223","1","20141031","P",7,0,5350,3103,337.05,2584.05,58,6,6
"A008203","5132","1","20160615","P",1,0,600,330,40.5,310.5,55,1,1
"A008204","5861","9","20210701","P",1,0,1100,605,74.25,569.25,55,1,1
"A008205","5132","1","20191204","P",1,0,1200,696,75.6,579.6,58,1,1
"A008206","5134","1","20210208","P",1,0,600,330,40.5,310.5,55,1,1
"A008207","5294","9","20190609","P",20,0,800,400,60,460,50,2,2
"A008208","5858","5","20211011","P",18,0,20909.2,10454.6,1568.19,12022.79,50,12,12
"A008209","5509","1","20171011","P",1,0,140,81.2,8.82,67.62,58,1,1
"A008210","5509","1","20150913","P",2,0,1400,812,88.2,676.2,58,1,1
"A008211","5509","1","20170807","P",4,0,1920,1113.6,120.96,927.36,58,4,4
"A008212","5509","1","20190622","P",4,0,2200,1276,138.6,1062.6,58,2,2
"A008213","5056","8","20210613","P",7,0,8300,4814,522.9,4008.9,58,3,3
"A008214","5213","8","20170924","P",6,0,4200,2394,270.9,2076.9,57,1,1
"A008216","5093","7","20201031","P",34,0,18800,10904,1184.4,9080.4,58,4,4
"A008217","5099","7","20190710","P",2,0,2050,1127.5,138.38,1060.88,55,2,2
"A008218","0007","3","20170317","P",1,0,1000,550,67.5,517.5,55,1,1
"A008220","5034","8","20220502","P",1,0,4800,2784,302.4,2318.4,58,1,1
"A008221","5058","2","20141002","P",2,0,3600,2052,232.2,1780.2,57,1,1
"A008222","5057","2","20220728","P",3,0,1350,783,85.05,652.05,58,1,1
"A008224","5057","2","20170925","P",2,0,1000,580,63,483,58,1,1
"A008225","5031","8","20211225","P",4,0,4720,2737.6,297.36,2279.76,58,3,3
"A008226","5992","5","20220809","P",1,0,700,406,44.1,338.1,58,1,1
"A008227","5827","2","20221210","P",4,0,1200,672,79.2,607.2,56,3,3
"A008228","5841","7","20210821","P",18,0,11295,6438.15,728.54,5585.39,57,9,9
"A008229","5092","7","20190417","P",6,0,7800,4446,503.1,3857.1,57,1,1
"A008230","5093","7","20210524","P",3,0,1710,991.8,107.73,825.93,58,3,3
"A008231","5363","8","20190531","P",6,0,480,240,36,276,50,1,1
"A008232","5767","8","20200411","P",1,0,3000,1650,202.5,1552.5,55,1,1
"A008233","5392","2","20181205","P",10,0,950,551,59.86,458.86,58,2,2
"A008234","5112","1","20161019","P",1,0,1600,912,103.2,791.2,57,1,1
"A008235","5130","1","20210304","P",45,0,47500,26125,3206.26,24581.26,55,24,24
"A008236","5241","7","20200915","P",3,0,1950,1014,140.4,1076.4,52,1,1
"A008237","5130","1","20171218","P",36,0,7180,3949,484.66,3715.66,55,15,15
"A008238","5159","7","20201222","P",28,0,4250,2465,267.75,2052.75,58,3,3
"A008239","5339","4","20151008","P",3,0,3900,2145,263.25,2018.25,55,1,1
"A008240","5122","8","20210316","P",1,0,1100,605,74.25,569.25,55,1,1
"A008241","5038","2","20210703","P",6,0,9200,5060,621,4761,55,2,2
"A008242","5039","7","20150627","P",1,0,500,275,33.75,258.75,55,1,1
"A008243","5081","2","20211214","P",20,0,5200,3016,327.6,2511.6,58,1,1
"A008244","5134","1","20140924","P",3,0,1350,742.5,91.13,698.63,55,3,3
"A008245","5132","1","20140204","P",1,0,1400,812,88.2,676.2,58,1,1
"A008246","5223","1","20181105","P",2,0,1600,928,100.8,772.8,58,2,2
"A008247","5150","1","20190519","P",6,0,5500,3025,371.25,2846.25,55,2,2
"A008248","5130","1","20221016","P",15,0,19450,10697.5,1312.88,10065.38,55,11,11
"A008249","5431","4","20201208","P",1,0,2400,1104,0,1296,46,1,1
"A008250","5226","7","20140813","P",2,0,4800,2352,0,2448,49,2,2
"A008251","5119","7","20191013","P",1,0,500,245,0,255,49,1,1
"A008252","5187","7","20140128","P",1,0,350,171.5,0,178.5,49,1,1
"A008253","5950","8","20220220","P",2,0,2800,1456,0,1344,52,1,1
"A008254","5661","1","20141010","P",3,0,2600,1326,0,1274,51,2,2
"A008255","5080","2","20150819","P",2,0,900,441,0,459,49,1,1
"A008256","5082","2","20200604","P",3,0,1000,500,0,500,50,2,2
"A008257","5827","2","20150928","P",4,0,560,280,0,280,50,4,4
"A008258","5187","7","20140101","P",3,0,2700,1485,182.25,1397.25,55,3,3
"A008259","5246","7","20140611","P",2,0,280,162.4,17.64,135.24,58,1,1
"A008260","5001","7","20221225","P",2,0,2880,1497.6,0,1382.4,52,2,2
"A008263","0024","3","20170816","P",1,0,1100,583,77.55,594.55,53,1,1
"A008264","0171","9","20170818","P",1,0,2000,1000,150,1150,50,1,1
"A008265","0024","3","20180907","P",1,0,2000,1060,141,1081,53,1,1
"A008270","0024","3","20141223","P",3,0,1080,572.4,76.15,583.75,53,3,3
"A008271","0018","3","20150911","P",1,0,800,440,54,414,55,1,1
"A008272","0024","3","20160708","P",2,0,600,318,42.3,324.3,53,2,2
"A008273","0089","3","20140116","P",2,0,2100,945,173.25,1328.25,45,2,2
"A008274","0024","3","20220316","P",1,0,2000,1060,141,1081,53,1,1
"A008275","5214","4","20150828","P",1,0,110,62.7,7.1,54.4,57,1,1
"A008281","5103","8","20200429","P",9,0,11450,6297.5,772.88,5925.38,55,5,5
"A008282","5453","1","20161001","P",5,0,2250,1237.5,151.88,1164.38,55,1,1
"A008283","5509","1","20220303","P",7,0,2280,1322.4,143.64,1101.24,58,2,3
"A008287","5204","8","20151208","P",2,0,2600,1430,175.5,1345.5,55,2,2
"A008289","5034","8","20161202","P",6,0,4600,2668,289.8,2221.8,58,4,4
"A008290","5621","1","20160128","P",1,0,1600,928,100.8,772.8,58,1,1
"A008291","5044","2","20170123","P",1,0,1200,660,81,621,55,1,1
"A008292","5057","2","20150903","P",1,0,700,406,44.1,338.1,58,1,1
"A008293","5253","1","20181223","P",3,0,1350,742.5,91.13,698.63,55,1,1
"A008294","5053","2","20160726","P",2,0,3900,2262,245.7,1883.7,58,2,2
"A008295","5603","4","20181127","P",2,0,3000,1740,189,1449,58,1,1
"A008296","5827","2","20191106","P",3,0,960,537.6,63.36,485.76,56,2,2
"A008297","5075","8","20190813","P",2,0,1060,583,71.55,548.55,55,2,2
"A008298","5638","1","20200430","P",8,0,9000,5220,567,4347,58,3,3
"A008299","5645","4","20190927","P",2,0,2150,1032,167.7,1285.7,48,2,2
"A008300","5760","8","20191017","P",1,0,450,247.5,30.38,232.88,55,1,1
"A008301","5760","8","20181202","P",1,0,1000,550,67.5,517.5,55,1,1
"A008302","5048","1","20160915","P",1,0,1400,728,100.8,772.8,52,1,1
"A008303","5070","1","20161031","P",1,0,300,165,20.25,155.25,55,1,1
"A008304","5760","8","20150405","P",6,0,3260,1793,220.05,1687.05,55,4,4
"A008305","5686","5","20170329","P",2,0,660,343.2,47.52,364.32,52,2,2
"A008306","5048","1","20170811","P",1,0,1200,624,86.4,662.4,52,1,1
"A008307","5219","1","20191211","P",1,0,2000,1100,135,1035,55,1,1
"A008308","5031","8","20150904","P",5,0,5150,2987,324.45,2487.45,58,5,5
"A008309","0034","3","20150306","P",2,0,2220,999,183.15,1404.15,45,2,2
"A008310","0095","3","20150913","P",2,0,160,72,13.2,101.2,45,2,2
"A008311","0155","10","20151219","P",1,0,500,275,33.75,258.75,55,1,1
"A008312","0018","3","20170805","P",1,0,250,137.5,16.88,129.38,55,1,1
"A008318","0024","3","20150316","P",3,0,3300,1749,232.65,1783.65,53,3,3
"A008322","5038","2","20161225","P",9,0,13500,7425,911.25,6986.25,55,3,3
"A008323","5050","7","20160301","P",1,0,900,468,64.8,496.8,52,1,1
"A008324","5021","7","20180401","P",3,0,1850,1017.5,124.89,957.39,55,3,3
"A008325","5038","2","20190414","P",1,0,2100,1155,141.75,1086.75,55,1,1
"A008326","5040","7","20210522","P",1,0,3500,1820,252,1932,52,1,1
"A008328","5092","7","20190522","P",92,0,64050,36508.5,4131.24,31672.74,57,17,17
"A008329","5092","7","20180727","P",76,0,34900,19893,2251.06,17258.06,57,15,15
"A008330","5092","7","20220615","P",58,0,32100,18297,2070.46,15873.46,57,16,16
"A008331","5092","7","20160218","P",15,0,24500,13965,1580.25,12115.25,57,2,2
"A008332","5092","7","20220521","P",9,0,11700,6669,754.65,5785.65,57,1,1
"A008333","0024","3","20170314","P",3,0,3300,1749,232.65,1783.65,53,3,3
"A008335","0124","10","20201016","P",1,0,400,220,27,207,55,1,1
"A008337","5885","4","20201020","P",1,0,1300,741,83.85,642.85,57,1,1
"A008338","5638","1","20221011","P",26,0,10000,5800,630,4830,58,4,4
"A008343","0024","3","20190725","P",1,0,1800,954,126.9,972.9,53,1,1
"A008344","0024","3","20210108","P",1,0,1400,742,98.7,756.7,53,1,1
"A008345","0024","3","20190414","P",2,0,1500,795,105.75,810.75,53,2,2
"A008346","0024","3","20210110","P",2,0,2700,1431,190.35,1459.35,53,2,2
"A008349","5132","1","20150908","P",7,0,5700,3306,359.1,2753.1,58,3,4
"A008350","5134","1","20170110","P",2,0,1500,825,101.25,776.25,55,2,2
"A008351","5223","1","20220118","P",2,0,3200,1856,201.6,1545.6,58,2,2
"A008352","5223","1","20161210","P",4,0,5400,3132,340.2,2608.2,58,4,4
"A008353","5509","1","20210606","P",4,0,560,324.8,35.28,270.48,58,1,1
"A008354","5509","1","20150424","P",2,0,290,168.2,18.27,140.07,58,2,2
"A008355","5509","1","20160212","P",4,0,3200,1856,201.6,1545.6,58,3,3
"A008356","5509","1","20180613","P",2,0,3800,2204,239.4,1835.4,58,1,1
"A008358","5669","9","20190402","P",5,0,1220,634.4,87.84,673.44,52,5,5
"A008359","0089","3","20171003","P",1,0,140,63,11.55,88.55,45,1,1
"A008360","0006","3","20180526","P",50,0,6500,3575,438.75,3363.75,55,1,1
"A008363","5409","8","20161231","P",4,0,3350,1909.5,216.08,1656.58,57,2,2
"A008364","5202","8","20211028","P",2,0,1400,770,94.5,724.5,55,1,1
"A008365","5409","8","20160418","P",4,0,3200,1824,206.4,1582.4,57,2,2
"A008373","0024","3","20200827","P",3,0,1195,633.35,84.25,645.9,53,3,3
"A008374","0024","3","20150806","P",1,0,1500,795,105.75,810.75,53,1,1
"A008375","0121","3","20170409","P",1,0,2950,1622.5,199.13,1526.63,55,1,1
"A008376","0121","3","20190207","P",1,0,1400,770,94.5,724.5,55,1,1
"A008377","0121","3","20211014","P",1,0,1200,660,81,621,55,1,1
"A008378","5661","1","20181212","P",7,0,6100,3477,393.45,3016.45,57,6,6
"A008379","5176","8","20141123","P",6,0,5300,2597,0,2703,49,2,2
"A008380","5666","4","20190115","P",1,0,1300,572,0,728,44,1,1
"A008381","5119","7","20140523","P",1,0,900,441,0,459,49,1,1
"A008382","5208","2","20220416","P",2,0,6200,3224,0,2976,52,2,2
"A008383","5993","8","20140128","P",1,0,800,408,0,392,51,1,1
"A008384","5074","8","20190430","P",2,0,2800,1372,0,1428,49,2,2
"A008385","5693","8","20180615","P",5,0,6000,2760,0,3240,46,1,1
"A008386","0093","3","20190330","P",4,0,3100,1519,0,1581,49,2,2
"A008387","5827","2","20180702","P",1,0,200,100,0,100,50,1,1
"A008388","5693","8","20151216","P",5,0,6000,2760,0,3240,46,1,1
"A008394","5187","7","20140808","P",2,0,1000,490,0,510,49,2,2
"A008395","5001","7","20200424","P",5,0,5200,2704,0,2496,52,5,5
"A008396","5064","8","20151021","P",1,0,900,441,0,459,49,1,1
"A008399","5502","9","20141219","P",3,0,1550,775,116.25,891.25,50,3,3
"A008401","5333","4","20210312","P",4,0,2700,1485,182.26,1397.26,55,3,3
"A008402","5740","9","20220615","P",8,0,5070,2788.5,342.23,2623.73,55,7,7
"A008403","0018","3","20160514","P",1,0,550,302.5,37.13,284.63,55,1,1
"A008404","5075","8","20140623","P",7,0,1455,800.25,98.23,752.98,55,7,7
"A008405","0024","3","20150408","P",2,0,2900,1537,204.45,1567.45,53,2,2
"A008406","6033","5","20180419","P",1,0,850,467.5,57.38,439.88,55,1,1
"A008407","0024","3","20210628","P",1,0,40,21.2,2.82,21.62,53,1,1
"A008408","0089","3","20150906","P",2,0,2200,990,181.5,1391.5,45,2,2
"A008409","0089","3","20220912","P",3,0,3800,1710,313.5,2403.5,45,3,3
"A008410","0008","3","20140625","P",15,0,5140,2929.8,331.54,2541.74,57,10,10
"A008411","0008","3","20221103","P",3,0,360,205.2,23.22,178.02,57,3,3
"A008412","5183","7","20150208","P",3,0,2850,1624.5,183.83,1409.33,57,3,3
"A008413","5062","7","20211218","P",19,0,16760,9553.2,1081.02,8287.82,57,5,5
"A008414","5638","1","20160313","P",10,0,2600,1508,163.8,1255.8,58,1,1
"A008415","5950","8","20220819","P",1,0,2600,1508,163.8,1255.8,58,1,1
"A008416","5036","2","20220725","P",11,0,4560,2508,307.8,2359.8,55,5,5
"A008417","5650","2","20190725","P",12,0,7800,4524,491.4,3767.4,58,1,1
"A008418","5054","2","20180121","P",10,0,1000,580,63,483,58,1,1
"A008419","5031","8","20211226","P",2,0,1350,783,85.05,652.05,58,2,2
"A008420","5295","8","20221001","P",1,0,500,275,33.75,258.75,55,1,1
"A008421","5992","5","20200625","P",1,0,1100,638,69.3,531.3,58,1,1
"A008422","5601","8","20220504","P",2,0,670,388.6,42.21,323.61,58,1,2
"A008423","5237","1","20211112","P",6,0,1140,649.8,73.54,563.74,57,4,4
"A008424","5169","1","20221006","P",1,0,200,110,13.5,103.5,55,1,1
"A008425","5720","9","20150319","P",5,0,1100,605,74.25,569.25,55,1,1
"A008426","5173","8","20160812","P",1,0,900,495,60.75,465.75,55,1,1
"A008427","5246","7","20140129","P",1,0,240,139.2,15.12,115.92,58,1,1
"A008428","5245","7","20140525","P",8,0,4450,2581,280.35,2149.35,58,2,2
"A008430","5351","8","20140611","P",1,0,1900,1045,128.25,983.25,55,1,1
"A008431","5509","1","20190518","P",4,0,1490,864.2,93.88,719.68,58,3,3
"A008432","5509","1","20190104","P",1,0,800,464,50.4,386.4,58,1,1
"A008433","5509","1","20140612","P",1,0,150,87,9.45,72.45,58,1,1
"A008434","5509","1","20211119","P",3,0,540,313.2,34.02,260.82,58,1,1
"A008440","0018","3","20170214","P",1,0,550,302.5,37.13,284.63,55,1,1
"A008441","5995","9","20191020","P",1,0,450,247.5,30.38,232.88,55,1,1
"A008442","0024","3","20221028","P",4,0,4700,2491,331.35,2540.35,53,4,4
"A008443","5601","8","20201122","P",2,0,670,388.6,42.21,323.61,58,1,2
"A008445","5099","7","20180222","P",12,0,3100,1705,209.25,1604.25,55,2,2
"A008446","5187","7","20180112","P",2,0,750,412.5,50.63,388.13,55,2,2
"A008447","5213","8","20170226","P",5,0,2000,1140,129,989,57,1,1
"A008448","5013","7","20180106","P",2,0,1800,1026,116.1,890.1,57,1,1
"A008449","6033","5","20170929","P",2,0,2380,1309,160.65,1231.65,55,2,2
"A008453","5134","1","20150404","P",3,0,1500,825,101.25,776.25,55,1,1
"A008454","5337","1","20180508","P",27,0,9400,5170,634.51,4864.51,55,5,5
"A008455","5150","1","20200421","P",2,0,440,242,29.7,227.7,55,1,1
"A008456","5223","1","20180630","P",11,0,9400,5452,592.2,4540.2,58,7,7
"A008457","5223","1","20201203","P",3,0,1750,1015,110.25,845.25,58,3,3
"A008458","5130","1","20151117","P",17,0,18000,9900,1215,9315,55,13,13
"A008460","5440","9","20150904","P",13,0,1590,795,119.25,914.25,50,4,4
"A008461","5088","4","20170420","P",3,0,2250,1305,141.75,1086.75,58,3,3
"A008463","6039","2","20160112","P",6,0,1080,626.4,68.04,521.64,58,2,2
"A008464","5641","1","20211223","P",2,0,500,275,33.75,258.75,55,1,1
"A008465","5509","1","20170312","P",2,0,3000,1740,189,1449,58,1,1
"A008466","0053","0","20140610","P",10,0,2500,1450,157.5,1207.5,58,2,2
"A008469","5107","1","20160401","P",1,0,2300,1104,179.4,1375.4,48,1,1
"A008471","0121","3","20180518","P",2,0,2800,1540,189,1449,55,2,2
"A008472","0024","3","20150501","P",3,0,3250,1722.5,229.13,1756.63,53,3,3
"A008473","0024","3","20210725","P",1,0,700,371,49.35,378.35,53,1,1
"A008474","0024","3","20200703","P",1,0,250,132.5,17.63,135.13,53,1,1
"A008475","0024","3","20141016","P",1,0,120,63.6,8.46,64.86,53,1,1
"A008476","5079","1","20170717","P",2,0,440,242,29.7,227.7,55,2,2
"A008477","5409","8","20210825","P",1,0,1100,627,70.95,543.95,57,1,1
"A008478","5020","8","20140619","P",1,0,2800,1596,180.6,1384.6,57,1,1
"A008479","5031","8","20150108","P",4,0,2720,1577.6,171.36,1313.76,58,4,4
"A008480","0053","0","20211001","P",20,0,8000,4640,504,3864,58,2,2
"A008481","0053","0","20180406","P",20,0,2800,1624,176.4,1352.4,58,2,2
"A008483","5093","7","20190808","P",5,0,4640,2691.2,292.32,2241.12,58,3,3
"A008484","5039","7","20200208","P",1,0,700,385,47.25,362.25,55,1,1
"A008485","5128","2","20150109","P",4,0,2400,1392,151.2,1159.2,58,1,1
"A008486","5038","2","20160627","P",5,0,5150,2832.5,347.63,2665.13,55,5,5
"A008487","5038","2","20150216","P",1,0,650,357.5,43.88,336.38,55,1,1
"A008488","5038","2","20190525","P",1,0,1400,770,94.5,724.5,55,1,1
"A008489","0171","9","20190704","P",2,0,1450,725,108.75,833.75,50,2,2
"A008490","5039","7","20191122","P",2,0,440,242,29.7,227.7,55,1,1
"A008491","5040","7","20190928","P",1,0,450,247.5,30.38,232.88,55,1,1
"A008492","5050","7","20170106","P",1,0,2600,1352,187.2,1435.2,52,1,1
"A008493","5034","8","20191030","P",1,0,280,162.4,17.64,135.24,58,1,1
"A008494","6022","8","20170113","P",2,0,1720,946,116.1,890.1,55,2,2
"A008495","5053","2","20221118","P",2,0,1200,696,75.6,579.6,58,2,2
"A008496","5603","4","20220611","P",4,0,1600,928,100.8,772.8,58,2,2
